115,-4.833,-3.136,0.7634,0.103,0.256
116,-4.862,-2.345,1.7316,0.38,0.729
117,-4.924,-3.06,0.777,0.207,0.268
118,-4.867,-2.914,1.378,0.508,1.334
119,-5.303,-2.715,1.6397,0.358,0.754
120,-5.012,-2.983,0.8289,0.113,0.19
121,-5.421,-3.252,1.601,0.773,1.336
122,-4.833,-3.094,0.7485,0.246,0.317
123,-4.735,-3.03,1.1783,0.292,0.961
124,-4.901,-3.066,0.7749,0.226,0.273
125,-4.97,-3.047,0.8244,0.229,0.357
126,-5.678,-3.583,1.1665,0.669,1.253
127,-5.286,-3.333,1.1676,0.49,0.425
128,-4.764,-2.842,1.4263,0.357,0.227
129,-5.072,-2.924,1.4051,0.224,0.067
130,-4.894,-3.028,0.7858,0.169,0.202
131,-5.401,-3.495,1.241,0.324,0.077
132,-5.319,-3.276,1.5401,0.403,0.021
133,-5.039,-3.009,0.8717,0.104,0.14
134,-4.91,-3.089,1.2968,0.342,0.118
135,-4.893,-2.938,0.8756,0.203,0.198
136,-5.23,-3.182,1.3606,0.706,0.275
137,-4.93,-3.16,0.7288,0.281,0.387
138,-4.926,-3.072,0.7769,0.208,0.198
139,-5.166,-3.169,0.7997,1.118,0.796
140,-4.92,-3.051,0.7793,0.208,0.265
141,-4.76,-2.834,1.3982,0.258,0.128
142,-5.093,-3.201,1.3246,0.59,0.152
143,-4.935,-3.056,0.7916,0.214,0.201
144,-4.678,-2.912,1.156,0.379,0.176
145,-4.75,-3.055,1.2097,0.638,0.223
146,-5.444,-3.542,1.0889,0.844,1.261
147,-4.812,-2.956,1.1503,0.391,0.599
148,-5.078,-2.999,1.364,0.246,0.645
149,-5.223,-3.188,1.4491,0.773,0.343
150,-5.063,-3.051,1.4088,0.432,0.134
151,-3.916,-3.306,-0.2762,0.051,0.062
152,-5.063,-3.051,1.4088,0.432,0.134
153,-5.217,-2.89,1.262,0.526,1.489
154,-4.852,-3.034,1.3157,0.369,0.113
155,-5.693,-3.481,1.339,0.741,0.603
156,-5.068,-3.14,0.7508,1.139,0.399
157,-4.981,-3.136,1.327,0.708,0.182
158,-4.933,-2.945,1.4532,0.431,1.284
159,-4.953,-3.087,0.8189,0.039,0.044
160,-4.755,-2.938,1.1981,0.365,0.174
161,-4.866,-2.864,0.8768,0.133,0
162,-4.6,-2.747,0.7891,0.486,0.778
163,-4.883,-2.97,0.7911,0.714,0.749
164,-4.894,-2.972,0.8407,0.184,0.18
165,-4.811,-3.174,0.7073,0.351,0.413
166,-4.982,-3.061,0.84,0.191,0.253
167,-4.115,-3.527,-0.5332,0.427,1.06
168,-4.987,-3.048,0.8078,0.181,0.296
169,-4.671,-2.629,0.8773,0.445,0.996
170,-4.867,-2.952,0.8008,0.191,0.188
171,-5.064,-3.15,1.4161,0.509,0.096
172,-4.777,-3.013,1.2053,0.513,0.264
173,-5.637,-2.939,1.5951,1.151,0.513
174,-5.035,-3.126,1.3521,0.512,0.125
175,-5.144,-3.082,1.4358,0.372,0.123
176,-4.925,-3.079,1.3819,0.371,0.05
177,-4.655,-2.773,1.3876,0.22,0.236
178,-5.028,-3.22,0.7809,0.767,0.442
179,-5.105,-2.932,0.8759,0.569,1.046
180,-4.889,-3.257,0.6348,0.278,0.355
181,-4.873,-2.962,0.7988,0.331,0.487
182,-5.341,-3.402,1.2652,0.642,0.283
183,-5.651,-3.765,1.2778,0.157,0.541
184,-5.141,-3.13,1.3145,0.608,0.266
185,-4.891,-3.046,0.8211,0.192,0.219
186,-4.782,-2.868,1.1463,0.476,0.252
187,-4.488,-2.353,0.9038,1.073,1.061
188,-5.277,-2.948,1.2797,0.526,1.514
189,-5.286,-2.97,1.2591,0.518,1.524
190,-5.139,-2.586,2.0555,0.373,1.232
191,-5.199,-3.063,1.4681,0.266,0.078
192,-5.097,-3.062,1.3466,0.309,0.132
193,-5.53,-3.319,1.5969,0.528,0.008
194,-5.23,-3.333,1.8346,0.486,0.638
195,-5.013,-3.292,0.763,0.479,0.259
196,-5.037,-3.033,1.4243,0.365,0.102
197,-5.076,-3.144,1.4186,0.426,0.094
198,-5.541,-3.308,1.6556,0.537,0
199,-4.793,-3.136,0.7762,0.255,0.383
200,-4.992,-3.16,0.7667,0.183,0.202
201,-5.024,-3.086,1.2669,0.52,0.251
202,-5.934,-3.158,1.4327,0.075,1.561
203,-5.085,-2.933,1.4424,0.27,0.095
204,-4.753,-3.224,0.5805,0.44,1.032
205,-4.672,-3.05,0.7756,0.202,0.019
206,-4.997,-2.893,1.4155,0.278,0.565
207,-4.86,-3.011,1.1754,0.367,0.629
208,-4.876,-2.735,0.8511,1.268,1.088
209,-5.502,-3.395,1.2787,0.78,0.501
210,-4.975,-3.148,0.9565,0.699,0.521
211,-5.042,-2.83,1.6481,0.508,0.191
212,-4.925,-3.061,0.7775,0.21,0.266
213,-5.013,-3.095,1.3539,0.534,0.14
214,-5.541,-3.063,1.8606,0.697,1.372
215,-4.931,-3.056,1.3183,0.564,0.142
216,-4.651,-2.478,0.9048,1.07,1.135
217,-4.739,-3.038,1.2059,0.39,0.215
218,-4.474,-2.773,1.1856,0.569,0.207
219,-4.925,-3.079,1.3819,0.371,0.05
220,-5.262,-3.156,1.4338,0.258,0.067
221,-5.019,-3.231,1.1155,0.482,0.294
222,-4.791,-3.034,0.7819,0.161,0.189
223,-5.136,-3.356,1.2629,0.382,0.091
224,-5.036,-3.127,1.2799,0.331,0.181
225,-5.074,-3.06,1.4264,0.414,0.094
226,-5.116,-3.075,1.3942,0.436,0.207
227,-5.835,-3.283,1.4241,0.215,1.697
228,-4.954,-3.177,0.6779,0.289,0.446
229,-5.127,-3.119,1.4041,0.54,0.16
230,-4.969,-3.037,1.4154,0.372,0.069
231,-4.914,-2.942,1.3285,0.472,0.187
232,-5.274,-3.268,1.3785,0.268,0.083
233,-5.062,-3.087,1.3883,0.611,0.184
234,-4.979,-2.925,1.4398,0.479,0.201
235,-4.935,-3.051,1.4496,0.252,0.116
236,-5.384,-3.426,1.3331,0.726,0.256
237,-5.134,-3.111,1.4299,0.401,0.12
238,-4.809,-3.087,1.1283,0.468,0.299
239,-4.788,-2.877,1.4299,0.323,0.101
240,-4.901,-3.136,0.72,0.343,0.538
241,-4.682,-3.053,0.7796,0.322,0.058
242,-4.87,-2.77,1.6427,0.342,0.11
243,-4.761,-2.919,0.8307,0.233,0.304
244,-4.776,-2.828,0.8061,0.488,0.936
245,-5.038,-2.912,1.5137,0.35,0.148
246,-5.787,-3.923,1.6036,0.754,0.651
247,-5.038,-3.455,1.1795,0.231,0.012
248,-5.685,-3.601,1.2566,0.843,0.517
249,-5.196,-3.143,1.4364,0.375,0.128
250,-4.676,-2.559,0.896,0.478,1.093
251,-5.252,-3.216,0.807,1.082,0.924
252,-4.718,-2.874,1.2324,0.322,0.215
253,-4.599,-3.327,0.3735,0.377,0.918
254,-4.683,-3.048,0.7798,0.326,0.057
255,-5.284,-3.101,1.4676,0.061,0.052
256,-4.958,-2.969,0.8817,0.154,0.243
257,-4.986,-3.144,0.7715,0.313,0.473
258,-4.707,-2.58,0.8609,1.067,1.105
259,-5.514,-3.3,1.6108,0.713,1.283
260,-5.205,-3.151,1.417,0.377,0.14
261,-4.923,-3.001,0.8522,0.219,0.238
262,-5.01,-3.266,0.7456,0.154,0.342
263,-4.846,-3.315,0.949,0.326,0.188
264,-4.775,-2.978,1.3034,0.503,0.101
265,-5.349,-3.426,1.2764,0.634,0.353
266,-4.795,-2.694,1.584,0.342,0.155
267,-4.715,-2.99,0.7246,0.163,0.24
268,-5.03,-3.068,1.3602,0.359,0.12
269,-5.018,-3.338,0.8372,0.14,0.517
270,-5.052,-3.308,1.2446,0.723,0.172
271,-4.826,-3.31,0.6169,0.253,0.42
272,-5.088,-3.09,0.8009,0.565,0.914
273,-4.748,-3.017,1.2469,0.37,0.074
274,-5.02,-2.887,0.9117,0.098,0.156
275,-4.855,-3.151,0.6976,0.192,0.234
276,-5.003,-3.136,1.2665,0.464,0.23
277,-4.812,-3.336,0.9546,0.326,0.243
278,-4.763,-3.13,1.0954,0.318,0.302
279,-4.868,-3.047,1.2956,0.472,0.206
280,-4.908,-2.989,0.858,0.206,0.249
281,-4.803,-3.42,0.9163,0.188,0.253
282,-4.804,-2.957,0.8236,0.184,0.219
283,-5.114,-2.908,1.449,0.461,0.415
284,-5.035,-3.145,1.2999,0.484,0.159
285,-5.015,-3.188,0.8076,0.203,0.2
286,-4.839,-2.861,0.8458,0.086,0.131
287,-4.746,-2.988,1.2588,0.439,0.102
288,-5.104,-2.986,1.4481,0.382,0.235
289,-4.922,-3.086,0.7735,0.209,0.285
290,-5.756,-4.129,0.072,0.631,0.523
291,-4.512,-2.921,1.0356,0.556,0.221
292,-5.246,-3.239,1.2458,0.804,0.463
293,-5.089,-2.84,1.6472,0.443,0.225
294,-4.652,-2.763,1.3774,0.216,0.246
295,-5.063,-3.083,1.3305,0.471,0.224
296,-4.952,-3.055,1.336,0.518,0.129
297,-4.84,-3.273,1.0449,0.293,0.18
298,-5.29,-3.399,1.291,0.56,0.175
299,-5.034,-3.165,1.304,0.495,0.122
300,-5.136,-3.01,1.4188,0.361,0.149
301,-4.769,-3.049,1.1001,0.543,0.255
302,-4.838,-2.7,1.6099,0.406,0.295
303,-5.391,-3.395,1.3384,0.685,0.249
304,-5.146,-3.09,1.4791,0.411,0.107
305,-5.241,-3.423,1.2463,0.357,0.08
306,-4.782,-3.056,1.1037,0.538,0.253
307,-4.996,-3.033,1.4119,0.364,0.099
308,-5.276,-3.36,1.3019,0.737,0.224
309,-4.813,-2.753,1.5553,0.26,0.279
310,-4.799,-3.277,1.0088,0.331,0.2
311,-4.738,-3.266,0.9713,0.236,0.131
312,-5.178,-3.156,1.4572,0.413,0.098
313,-5.062,-3.309,1.2799,0.478,0.083
314,-5.002,-3.025,1.3855,0.354,0.104
315,-4.662,-3.239,0.9236,0.26,0.13
316,-4.84,-2.976,1.2804,0.411,0.135
317,-4.731,-3.022,1.2236,0.344,0.102
318,-4.717,-3.153,1.112,0.169,0.087
319,-4.922,-2.981,1.3282,0.571,0.254
320,-4.913,-2.777,1.6446,0.289,0.127
321,-4.886,-3.23,1.1014,0.257,0.087
322,-4.799,-3.036,1.2382,0.324,0.078
323,-4.796,-3.035,0.8008,0.317,0.325
324,-5.457,-3.646,1.2821,0.564,0.267
325,-5.074,-3.384,0.696,0.122,0.085
326,-5.009,-3.321,0.9384,0.448,0.399
327,-4.871,-3.08,1.1749,0.499,0.268
328,-4.76,-2.944,1.3391,0.693,0.145
329,-4.723,-3.111,1.1935,0.098,0.053
330,-5.344,-3.232,1.48,0.671,0.64
331,-4.896,-3.078,1.2671,0.499,0.139
332,-4.895,-3.301,0.9755,0.435,0.387
333,-5.351,-3.44,1.2932,0.617,0.223
334,-6.51,-2.728,1.5607,0.644,0.073
335,-5.099,-2.933,1.4454,0.219,0.06
336,-5.098,-3.09,1.3934,0.551,0.19
337,-4.828,-3.194,0.7666,0.258,0.402
338,-5.024,-3.151,1.0588,0.289,0.025
339,-4.81,-3.179,0.6833,0.11,0.127
340,-4.934,-3.117,1.2079,0.439,0.278
341,-4.956,-2.968,1.4297,0.15,0.028
342,-4.972,-3.006,1.3978,0.388,0.097
343,-5.077,-3.117,1.3561,0.368,0.134
344,-4.8,-3.037,1.1431,0.572,0.257
345,-4.713,-3.122,1.1884,0.065,0.039
346,-5.192,-3.058,1.467,0.272,0.076
347,-4.776,-3.084,1.1922,0.342,0.09
348,-5.046,-3.026,1.3965,0.305,0.094
349,-4.885,-3.245,1.0686,0.188,0.077
350,-5.047,-3.036,1.4166,0.323,0.102
351,-4.929,-3.077,0.818,0.194,0.324
352,-5.199,-4.02,-0.2855,0.414,1.368
353,-4.797,-3.315,0.9984,0.169,0.189
354,-4.901,-3.191,0.952,0.364,0.271
355,-5.119,-3.331,1.2726,0.549,0.121
356,-5.155,-3.145,1.2035,0.576,0.451
357,-5.016,-2.994,1.4337,0.316,0.112
358,-4.982,-3.028,1.3868,0.294,0.084
359,-5.111,-3.31,0.9874,0.464,0.34
360,-4.935,-3.272,1.27,0.472,0.056
361,-4.903,-2.995,1.5097,0.392,0.162
362,-4.982,-3.031,1.3677,0.34,0.123
363,-4.737,-3.151,1.0448,0.236,0.079
364,-4.909,-3.029,1.2932,0.413,0.136
365,-4.997,-3.019,1.3755,0.332,0.112
366,-5.025,-3.178,1.3563,0.171,0.25
367,-5.301,-3.598,0.9448,0.556,0.379
368,-4.655,-2.953,1.2277,0.469,0.207
369,-4.988,-3.041,1.3809,0.38,0.126
370,-5.001,-3.027,1.3868,0.327,0.111
371,-5.095,-3.329,1.2796,0.528,0.107
372,-4.576,-3.431,0.3729,0.031,0.308
373,-4.897,-3.14,1.1275,0.374,0.338
374,-4.782,-3.056,1.1037,0.538,0.253
375,-5.032,-3.058,1.3453,0.303,0.102
376,-5.013,-2.985,1.4774,0.227,0.056
377,-5.047,-3.22,1.0026,0.364,0.243
378,-4.886,-3.31,0.6922,0.242,0.428
379,-4.801,-3.048,1.2543,0.344,0.077
380,-5.108,-3.429,0.9573,0.439,0.166
381,-5.147,-3.037,1.5096,0.391,0.109
382,-4.998,-2.998,1.4301,0.217,0.052
383,-4.797,-3.062,1.2388,0.355,0.089
384,-5.147,-3.33,1.2728,0.496,0.12
385,-4.781,-2.978,1.2585,0.348,0.218
386,-5.194,-3.235,1.1889,0.5,0.358
387,-5.03,-3.033,1.3866,0.314,0.111
388,-4.801,-3.048,1.2543,0.344,0.077
389,-4.979,-3.168,1.3047,0.292,0.138
390,-4.882,-3.237,1.0463,0.342,0.243
391,-4.677,-3.068,1.1904,0.18,0.017
392,-4.748,-3.102,1.2,0.162,0.08
393,-4.732,-3.122,1.1755,0.154,0.059
394,-4.93,-3.343,0.6986,0.218,0.438
395,-5.169,-3.207,1.3474,0.403,0.372
396,-4.84,-3.028,0.3339,1.305,1.707
397,-5.142,-3.126,1.3455,0.292,0.134
398,-4.877,-3.374,1.1092,0.162,0.016
399,-5.122,-3.078,1.391,0.278,0.126
400,-4.824,-3.362,1.0995,0.186,0.015
